4.552772216126741434e-01 1.100752637673009682e+00 3.425315796446843364e-01 1.560926770725745705e-01 2.307858075684094956e-01 7.811465987141177347e-01 2.610118783832175438e-01 6.742444561606319997e-01 2.930212694606508239e-01 2.964929967265381161e-01 5.044430011054703566e-01 1.401825360679510302e-01 5.038723626436790726e-01 3.801400860103114066e-01 3.199904002853238838e-01 1.210490885968846103e-01 1.393611748133534167e+00 3.916766607956258528e-01 5.962067390905102515e-01 7.127449173425072226e-01 4.133488976924255126e-02 7.600010594753259241e-01 1.009775197484144155e-01 9.967078869483284032e-02 3.057714877400544151e-01 2.210071019629906153e-01 7.182108593821130427e-01 2.232346975440971035e-02 2.609053490412027720e-01 1.837353463011789090e-01 1.239723328611790076e-01 2.879401342498909555e-01 6.832554122673186736e-01 1.087767334624513582e+00 1.591105805928609007e-01 1.897513870071110276e-01 2.545886470213326591e-01 4.868710825253577124e-01 4.034267840220500112e-01 1.344271488221715050e+00 4.598113077209550759e-01 1.080291488386547982e+00 1.561873084102743392e-01 5.005249817976937798e-01 2.841620224677657292e-01 5.189927063708675847e-01 5.584011566065905097e-01 1.655723399468878698e+00 2.299110632942541754e-01
2.567146509735884763e-01 1.615174177148954449e-01 1.296959688473200423e-01 1.477870418212194614e-01 4.405424185465429132e-01 1.756350219169254268e-01 2.306630539212926878e-01 2.828001801319815489e-01 6.655745144282287917e-01 9.259705729944665842e-02 2.713232693726021494e-01 1.633447010759844498e-01 4.725192829906826875e-01 3.329487450724584741e-01 2.667280999494142657e-01 2.708054181658459680e-01 1.916013567697185949e-01 1.910040366902313880e-01 1.593404766027146924e-01 2.225521603382457914e-01 8.725363779939704356e-02 1.396505622827743098e-01 2.353528698103694305e-01 6.216118171892780486e-01 9.068674821751623871e-02 1.679128606897156706e-01 2.185721447931238681e-01 3.944605259835621824e-01 1.691020744920272434e-01 2.496162814398778518e-01 2.086079885738298390e-01 3.653501330205244924e-01 8.787325050872643595e-02 1.201248774339458980e-01 4.801348567400318679e-01 1.226096965843904263e+00 3.422343942544245898e-01 5.496807421437439611e-01 1.400906010351145314e-01 1.348012927775139369e+00 4.709206681923184257e-01 1.650987879778750000e-01 2.222324582766865564e-01 7.359068385018240344e-01 8.135020152195111820e-02 9.769499258255952556e-01 2.523529211016534157e-01 2.963017367166100868e-01 9.371718647778576328e-02
5.000426023772153172e-01 2.212120449181779192e-01 1.772425752147291256e+00 8.771011912558331902e-01 1.984319240302006571e-01 4.806901072902162730e-01 6.263928507256396605e-01 1.246640783672567476e+00 1.046269479374868361e-01 1.467471651047990155e+00 5.061543799345056271e-01 9.995963542706973737e-01 1.344314374287617631e-01 3.672560049377613933e-01 7.491473543455592354e-01 4.962698393775084593e-01 4.916997722900842693e-01 4.003944134097223162e-01 6.758357920425832610e-01 4.181326199054308246e-01 9.063301635129047407e-01 1.484170371613546591e+00 1.369388489913080376e-01 7.763330537116955865e-01 1.284066569366038024e+00 1.019719239275816008e-01 7.019764938355382844e-01 1.752484040190653403e+00 1.549278613847983876e-01 7.569631352482677489e-01 5.236240827526085218e-01 2.740575845428485091e-01 8.553576676794194533e-01 6.403153108079562283e-01 6.398559430579814356e-01 1.460793526768544792e+00 8.581921623816524125e-02 7.279271857918158117e-01 3.360028446719403039e-01 1.027973943482561214e+00 5.627037377184782585e-01 6.969964376753793323e-01 5.470845370290929877e-01 9.654416857109313632e-01 1.509532828803650029e+00 1.406840276247690869e-01 1.237075778590341901e+00 3.820545287952655800e-01 1.660079987442330818e-01
1.221286443805876393e-01 4.318011380793103093e-01 1.648507594901971740e-01 6.293464392129367868e-02 1.200977551605909438e-01 1.875337707476513460e-01 7.924257672976534050e-02 2.729813344188727897e-01 2.754414820000669617e-01 8.425571636017567534e-02 1.326560065685125078e-01 7.856906536754552917e-02 3.286825813059878754e-01 3.878530283711476567e-01 2.293372410842422493e-01 3.000254360921852381e-01 1.656145505358347092e-01 1.081455042952403495e-01 2.537270408241113495e-01 1.846029660245659121e-01 3.779886841788320240e-01 1.191660065528073048e-01 3.182028366913286499e-02 1.054056164588841188e-01 9.550701632048472223e-02 1.171365747342777569e-01 3.533272065228702102e-02 9.008917708830438409e-02 1.127098661123960011e-01 2.341727548220535748e-01 8.396154942159895773e-01 2.827366827780710135e-01 3.186924650936350245e-01 3.320559222396566867e-01 2.330983441094462705e-01 4.651697371975034301e-01 1.684451740545308829e-01 6.174573095154406444e-02 1.118888907754767292e-01 2.488923023969278059e-01 3.499879643003260821e-01 5.924412742427840467e-02 2.074775062822003246e-01 1.374187591642304362e-01 3.151464096004648607e-01 3.990570455108219949e-01 3.830904211807760196e-01 1.949279291161622185e-01 1.904115565280961875e-01
4.067139957253631533e-01 1.726302214314388905e+00 3.581141020301663591e-01 1.592824678509293435e+00 8.994209718347494220e-02 1.105019311280221794e+00 1.845976949536684897e+00 2.657083456626434970e+00 5.511178209995872823e-01 8.183528786697935598e-02 1.195355071981926698e-01 2.106113370157085107e+00 1.882761095754110103e+00 1.198392770832694965e-01 2.043052427869912202e-01 2.659669136416901725e-01 1.289081568687866053e+00 3.290849670823758344e-01 1.118098411485511701e+00 1.079222140794591889e+00 5.351957456422804515e-01 4.178659519803433198e-01 3.015089058333959848e-02 1.538173941330311045e+00 7.355268936647333389e-01 1.387618713421576500e+00 1.718828209574333743e-01 1.630622523437910698e-01 1.345617552371298320e+00 3.051711437084756451e-01 7.088618764597249822e-01 1.185187849893697687e-01 4.111129400074647194e-02 7.687110754208109631e-02 7.289740504137001698e-02 8.949467754532307584e-01 1.125852271810148464e+00 3.147393951272575152e-01 5.176322663479111102e-02 1.708504013237673869e+00 3.111095522819039783e+00 3.137040756287362009e-01 3.614825925118469452e-01 8.641640715816897300e-01 2.088584684896494625e+00 2.668017330790532160e+00 5.531819173652064991e-01 3.800003284343103971e+00 1.139031559640431845e-01
1.249278525725240202e-01 4.065028129302090676e-01 2.014569292252680888e-01 1.310895835513711249e-01 3.395992587282318786e-01 6.320851032007540615e-01 1.512521079279944836e-01 2.134131485669171213e-01 3.932141113181259473e-01 7.837693947228824287e-02 1.627581386246463591e-01 1.813854503562508935e-01 8.532010100897530203e-02 2.087716605000003167e-01 1.304035184538532011e-01 1.957800014701687741e-01 1.066130583174871999e-01 2.496811433334541197e-01 5.477748686298122838e-02 5.613164280017801655e-01 1.435324438445093886e-01 2.118722558680833645e-01 8.786811483198853079e-02 1.686368185521147089e-01 8.729235553464967379e-02 1.612607262321070212e-01 1.896792912130223496e-01 1.876324081611346895e-01 1.633335615651023420e-01 1.512859717228132728e-01 2.239924356583858633e-01 3.175664032083544974e-01 6.927478145948952337e-02 1.585931702532669685e-01 1.327806976982601750e-01 3.300696286626394471e-01 5.161521447770690135e-02 1.576055751638788249e-01 5.658576702392297680e-02 5.977114974463923480e-02 1.497094473983811014e-01 1.600044772674696636e-01 1.746344971987617289e-01 1.571485888621427796e-01 1.544363338206981573e-01 3.740427771013795089e-01 2.505225703317157104e-01 6.600733372665232856e-01 6.453771035152350288e-02
7.976338546532560914e-01 4.203696919575943269e-01 4.225270737110272123e-01 4.703736167331391549e-01 1.245453052004694028e+00 4.969645034487401025e-01 1.155694418631326714e-01 2.203152754070317965e+00 4.268569152517113774e-01 1.705254931346105451e-01 3.126342996682053288e-01 5.477396313579634413e-01 2.930060843747396282e-01 1.631360551327739883e-01 4.094567834227961778e-01 9.084411739927158447e-01 7.701093816047297480e-01 2.026831797456746243e-01 1.721067208583494379e+00 4.629160309658367778e-01 2.481685508699172649e-01 3.323737091495664875e-01 1.114487648576622941e-01 1.189154445586437348e+00 1.288567078855344050e+00 1.838645162876270112e-01 5.348256784093294858e-01 1.970296250109276337e-01 2.287469278020466124e-01 7.599230649195576337e-01 1.782162803490443537e+00 1.315756351933273116e+00 2.081646712854562153e+00 2.294095498260690924e+00 2.122450145724167625e-01 3.436469908755027669e-01 8.851118073408376086e-02 1.819274688216652724e-01 8.959700185326502364e-01 6.597833014536605978e-01 1.625709958872953109e+00 8.653110316844948580e-01 1.468947914890615936e-01 8.367221930096450100e-01 9.703780629346424602e-01 2.483273776091199370e-01 1.046070437106665807e+00 2.793280402312348643e-01 4.563204656927862257e-01
9.111471571659926494e-02 2.071117989975683193e-01 7.447536919662833821e-02 1.190809457235859625e+00 1.111292672067224208e-01 6.797789402165177464e-01 1.450892501459830897e-01 1.741678603949001092e+00 2.876804240262179069e-01 1.224502118785113225e-01 2.159164808691083348e-01 1.511538877116619661e-01 1.688029184813442329e+00 3.974149176026691155e-01 2.316162709332434400e-01 2.754037145499562689e-01 1.177323845997697127e+00 2.989748739443874870e-01 5.602279752887295849e-01 4.444270329324042090e-01 4.347578867185780127e-01 3.215596560925625402e-01 2.315519589427297298e-01 3.010658762168321734e-01 3.540557331341840919e-01 6.793295726682965219e-01 5.931985463442196460e-01 1.387891593968119397e-01 5.294602587760159906e-01 3.828260738083575365e-01 2.361278157501678354e+00 1.502171876379056470e-01 2.548493163404052519e-01 1.731234551939184463e-01 1.240210054385235017e+00 1.730812111229323991e+00 1.990315323161663819e-01 1.001566896004607798e+00 2.654225863721575984e-01 4.454347774003706295e-01 1.346501556874696526e+00 1.311198041620761590e+00 4.172848676800209877e-01 9.054106877243539575e-01 1.078583638374860154e+00 2.016853623755356928e+00 7.585411059450166693e-01 7.828442432906264070e-01 2.900169381574020377e-01
1.030230356803656599e+00 3.249714537038482787e-01 8.750381146781200936e-01 1.313798122944859204e-01 1.069678837790570131e-01 1.301380277492515114e-01 9.005967082912576249e-02 9.732883577054241009e-01 4.326130031427140032e-01 1.120231718525529496e+00 5.446679845269126741e-01 1.307757579298330641e-01 3.046100899616606128e-01 8.224742016750987705e-01 3.119562376518650870e-01 4.365741458760655225e-01 1.274577267484172660e-01 2.913749497083310547e-01 1.398530674305437649e-01 1.694443430179412569e-01 3.557225574004525548e-01 2.051117328971912290e-01 2.939417094294676791e-01 1.211351481906590422e-01 5.967095089104076377e-01 3.231226541224516691e-01 2.044982790730791034e-01 2.108717281742878147e-01 2.743868070877872323e-01 7.578800649916750398e-02 6.622380204590893049e-01 1.615892566189596202e-01 3.728459021392503403e-01 4.519528195894233491e-01 1.620163882419485946e+00 2.910428860710673749e-01 5.895756981084039339e-01 3.754724249361386379e-01 3.180653638673878181e-01 2.620959079341084186e-01 2.076120310100027233e-01 1.118174868817526507e-01 1.012455230849445886e+00 5.329918718766667451e-01 1.939701910916062089e-01 4.497364141913478414e-02 1.779705987137526202e-01 1.712424591754879433e-01 2.246229396861872951e-01
7.850706391084412428e-02 3.002131150169339291e-01 3.755469005531790194e-01 2.193816320205210502e-01 6.937630665578457811e-02 2.173182776973447694e-01 5.735545028134377832e-01 1.038925365892509889e-01 4.628977438868329131e-01 1.961053846992355243e-01 1.130047040594472224e-01 1.937594487430535917e-01 1.518975553012646973e-01 1.250005242164737851e+00 7.344055024586690905e-01 9.145835398274645422e-01 5.427417397748310890e-01 6.622716561220762244e-02 1.064130699996436169e-01 2.399304955178608589e-01 2.615477293453790653e-01 7.813855164408419762e-01 2.344009107733110442e-01 1.502642383382844393e+00 5.261482521802867129e-01 2.811724586130217585e-01 4.230726322869772238e-01 3.620622472630245503e-01 3.118198558797669606e-01 2.828347835045673109e-01 2.056571128879546850e-01 1.666026395270873151e-01 9.482315580956812706e-01 5.721911499759824160e-01 6.341522781839901146e-01 1.313278585976748458e-01 5.099400172833806755e-01 1.430518243821768121e-01 5.320211709318090065e-01 4.177787207236006717e-01 9.705333141971611566e-02 6.915932301693868967e-01 1.100209842000221094e+00 1.516234123950041202e+00 1.870554582702683433e-01 3.332866411682778307e-01 1.121513497779617202e-01 3.727658487066158877e-01 1.187183461716711103e-01
